AnnoS;AteneoCOD;AteneoNOME;ClasseNUMERO;CorsoNOME;SedeC;SedeP;Sesso;Lau
2021;1509;Milano Bicocca;LM-85 bis;Scienze della Formazione Primaria;MILANO;15;F;284
2019;3701;Bologna;L-36;Scienze Internazionali e Diplomatiche;FORLI';40;F;284
2018;1501;Milano;L-01;Scienze dei Beni Culturali;MILANO;15;F;284
2019;101;Torino;L-12;Scienze della Mediazione Linguistica;TORINO;1;F;283
2020;101;Torino;LMG/01;Giurisprudenza;TORINO;1;F;283
2020;101;Torino;L-20;Scienze della Comunicazione;TORINO;1;F;282
2020;4801;Firenze;L-18;Economia Aziendale;FIRENZE;48;M;282
2018;4801;Firenze;L-24;Scienze e Tecniche Psicologiche;FIRENZE;48;F;282
2021;6302;Napoli Parthenope;L-22;Scienze Motorie;NAPOLI;63;M;282
2018;2301;Verona;L-19;Scienze dell'Educazione;VERONA;23;F;279
2018;1502;Milano Politecnico;LM-33;Mechanical Engineering - Ingegneria Meccanica;MILANO;15;M;278
2021;6301;Napoli Federico II;L-18;Economia Aziendale;NAPOLI;63;F;278
2021;5202;Siena Stranieri;L-12;Mediazione Linguistica e Culturale;SIENA;52;F;278
2021;1301;Novedrate e-Campus - telematica;L-14;Servizi Giuridici;NOVEDRATE;13;F;278
2021;5816;Roma San Raffaele - telematica;LM-61;Scienze della Nutrizione Umana;ROMA;58;F;277
2019;2701;Venezia Cà Foscari;L-11;Lingue, Culture e Societa dell'Asia e dell'Africa Mediterranea;VENEZIA;27;F;277
2019;3701;Bologna;L-20;Scienze della Comunicazione;BOLOGNA;37;F;277
2019;5202;Siena Stranieri;L-12;Mediazione Linguistica e Culturale;SIENA;52;F;277
2019;6304;Napoli Benincasa;LM-85 bis;Scienze della Formazione Primaria;NAPOLI;63;F;277
2020;101;Torino;L-19;Scienze dell'Educazione;TORINO;1;F;276
2019;101;Torino;LMG/01;Giurisprudenza;TORINO;1;F;276
2018;4801;Firenze;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);FIRENZE;48;F;276
2019;102;Torino Politecnico;LM-31;Ingegneria Gestionale;TORINO;1;M;275
2020;5601;Tuscia;L-36;Scienze Politiche e delle Relazioni Internazionali;VITERBO;56;M;275
2019;7201;Bari;L-12;Comunicazione Linguistica e Interculturale;BARI;72;F;275
2021;1601;Bergamo;L-20;Scienze della Comunicazione;BERGAMO;16;F;275
2021;4301;Macerata;L-12;Discipline della Mediazione Linguistica;MACERATA;43;F;274
2019;3701;Bologna;L-36;Scienze Politiche, Sociali e Internazionali;BOLOGNA;37;F;274
2020;3701;Bologna;LMG/01;Giurisprudenza;BOLOGNA;37;M;273
2020;101;Torino;L-24;Scienze e Tecniche Psicologiche;TORINO;1;F;272
2018;1502;Milano Politecnico;L-09;Ingegneria Aerospaziale;MILANO;15;M;272
2021;3401;Parma;L-18;Economia e Management;PARMA;34;M;272
2021;3801;Ferrara;L-18;Economia;FERRARA;38;M;272
2018;5601;Tuscia;L-36;Scienze Politiche e delle Relazioni Internazionali;VITERBO;56;M;271
2018;101;Torino;L-12;Scienze della Mediazione Linguistica;TORINO;1;F;270
2020;1601;Bergamo;L-18;Economia Aziendale;BERGAMO;16;F;270
2019;6301;Napoli Federico II;L-09;Corso di Laurea in Ingegneria Meccanica;NAPOLI;63;M;270
2021;3701;Bologna;LMG/01;Giurisprudenza;BOLOGNA;37;M;270
2020;5815;Roma UNICUSANO - telematica;L-18;Economia Aziendale e Management,;ROMA;58;M;270
2021;3701;Bologna;L-11;Lingue e Letterature Straniere;BOLOGNA;37;F;268
2018;2701;Venezia Cà Foscari;L-11;Lingue, Civiltà e Scienze del Linguaggio;VENEZIA;27;F;268
2019;1501;Milano;L-10;Lettere;MILANO;15;F;267
2020;1502;Milano Politecnico;L-17;Progettazione dell’Architettura;MILANO;15;F;267
2020;1502;Milano Politecnico;LM-04;Architettura - Ambiente Costruito - Interni;MILANO;15;F;267
2020;3701;Bologna;L-11;Lingue e Letterature Straniere;BOLOGNA;37;F;267
2020;3401;Parma;L-19;Scienze dell'Educazione e dei Processi Formativi;PARMA;34;F;267
2021;5805;Roma LUISS;L-18;Economia e Management;ROMA;58;F;267
2021;7201;Bari;L-10;Lettere;BARI;72;F;267
2019;7201;Bari;LMG/01;Giurisprudenza;BARI;72;F;266
2019;4101;Urbino;L-22;Scienze Motorie, Sportive e della Salute;URBINO;41;M;264
2020;2801;Padova;LM-85 bis;Scienze della Formazione Primaria;PADOVA;28;F;263
2020;3701;Bologna;L-36;Scienze Politiche, Sociali e Internazionali;BOLOGNA;37;F;263
2020;5805;Roma LUISS;L-18;Economia e Management;ROMA;58;F;263
2020;1502;Milano Politecnico;LM-32;Computer Science And Engineering - Ingegneria Informatica;MILANO;15;M;263
2021;5806;Roma Foro Italico;L-22;Corso di Laurea in Scienze Motorie e Sportive;ROMA;58;M;263
2021;1504;Milano Cattolica;LM-38;Scienze Linguistiche;MILANO;15;F;263
2021;1301;Novedrate e-Campus - telematica;L-33;Economia;NOVEDRATE;13;F;263
2021;1601;Bergamo;L-18;Economia Aziendale;BERGAMO;16;M;262
2020;6301;Napoli Federico II;L-09;Corso di Laurea in Ingegneria Meccanica;NAPOLI;63;M;262
2019;1301;Novedrate e-Campus - telematica;L-24;Scienze e Tecniche Psicologiche;NOVEDRATE;13;F;262
2018;3701;Bologna;L-11;Lingue e Letterature Straniere;BOLOGNA;37;F;262
2019;2301;Verona;L-19;Scienze dell'Educazione;VERONA;23;F;261
2018;6301;Napoli Federico II;L-18;Economia Aziendale;NAPOLI;63;M;261
2020;1502;Milano Politecnico;LM-31;Management Engineering - Ingegneria Gestionale;MILANO;15;F;261
2020;7101;Foggia;L-19;Scienze dell'Educazione e della Formazione;FOGGIA;71;F;261
2021;3701;Bologna;L-36;Scienze Internazionali e Diplomatiche;FORLI';40;F;260
2020;1503;Milano Bocconi;LM-77;Management;MILANO;15;M;260
2020;102;Torino Politecnico;L-09;Ingegneria Aerospaziale;TORINO;1;M;260
2019;3701;Bologna;LM-14;Italianistica, Culture Letterarie Europee, Scienze Linguistiche;BOLOGNA;37;F;260
2018;5815;Roma UNICUSANO - telematica;LMG/01;Giurisprudenza;ROMA;58;F;260
2018;2701;Venezia Cà Foscari;L-18;Economia Aziendale - Economics And Management;VENEZIA;27;M;259
2021;3701;Bologna;L-36;Scienze Politiche, Sociali e Internazionali;BOLOGNA;37;F;259
2018;1502;Milano Politecnico;LM-04;Architettura;MILANO;15;M;258
2018;4801;Firenze;L-19;Scienze dell'Infanzia;FIRENZE;48;F;258
2019;3701;Bologna;L-11;Lingue e Letterature Straniere;BOLOGNA;37;F;258
2020;1502;Milano Politecnico;LM-21;Biomedical Engineering - Ingegneria Biomedica;MILANO;15;F;257
2020;1601;Bergamo;L-18;Economia Aziendale;BERGAMO;16;M;257
2018;5801;Roma La Sapienza;L-18;Scienze Aziendali;ROMA;58;M;257
2018;2701;Venezia Cà Foscari;L-18;Economia Aziendale - Economics And Management;VENEZIA;27;F;257
2019;1502;Milano Politecnico;LM-31;Management Engineering - Ingegneria Gestionale;MILANO;15;F;257
2019;1502;Milano Politecnico;LM-30;Energy Engineering - Ingegneria Energetica;MILANO;15;M;257
2019;101;Torino;L-19;Scienze dell'Educazione;TORINO;1;F;256
2019;101;Torino;L-24;Scienze e Tecniche Psicologiche;TORINO;1;F;256
2018;3701;Bologna;L-36;Scienze Internazionali e Diplomatiche;FORLI';40;F;256
2020;4101;Urbino;L-11;Lingue e Culture Straniere;URBINO;41;F;256
2019;4301;Macerata;L-12;Discipline della Mediazione Linguistica;MACERATA;43;F;256
2021;5815;Roma UNICUSANO - telematica;LM-56;Scienze economiche;ROMA;58;M;256
2021;1504;Milano Cattolica;L-12;Scienze Linguistiche per le Relazioni Internazionali;MILANO;15;F;255
2019;1601;Bergamo;L-18;Economia Aziendale;BERGAMO;16;F;255
2018;5815;Roma UNICUSANO - telematica;L-18;Economia Aziendale e Management,;ROMA;58;F;255
2019;1502;Milano Politecnico;LM-04;Architettura;MILANO;15;M;254
2019;1501;Milano;LMG/01;Giurisprudenza;MILANO;15;M;254
2018;101;Torino;L-24;Scienze e Tecniche Psicologiche;TORINO;1;F;254
2019;6301;Napoli Federico II;LM-77;Economia Aziendale;NAPOLI;63;F;254
2020;1504;Milano Cattolica;L-19;Scienze dell'Educazione e della Formazione;MILANO;15;F;254
2020;2201;Trento;LMG/01;Giurisprudenza;TRENTO;22;F;254
2021;2701;Venezia Cà Foscari;L-18;Economia Aziendale;VENEZIA;27;F;254
2021;1502;Milano Politecnico;LM-31;Management Engineering - Ingegneria Gestionale;MILANO;15;F;254
2021;6301;Napoli Federico II;L-09;Corso di Laurea in Ingegneria Meccanica;NAPOLI;63;M;254
2021;1504;Milano Cattolica;L-24;Scienze e Tecniche Psicologiche;MILANO;15;F;253
2021;1502;Milano Politecnico;L-09;Ingegneria Gestionale;MILANO;15;M;252
2021;1301;Novedrate e-Campus - telematica;L-09;Ingegneria Industriale;NOVEDRATE;13;M;252
2020;2801;Padova;L-09;Ingegneria Meccanica;PADOVA;28;M;252
2020;1504;Milano Cattolica;LM-38;Scienze Linguistiche;MILANO;15;F;252
2019;6302;Napoli Parthenope;L-22;Scienze Motorie;NAPOLI;63;M;252
2018;1503;Milano Bocconi;LM-77;Management;MILANO;15;F;252
2019;1503;Milano Bocconi;LM-77;Management;MILANO;15;F;252
2018;6301;Napoli Federico II;L-10;Corso di Laurea in Lettere Moderne;NAPOLI;63;F;251
2019;6901;Chieti e Pescara;L-24;Scienze e Tecniche Psicologiche;CHIETI;69;F;251
2020;1301;Novedrate e-Campus - telematica;L-33;Economia;NOVEDRATE;13;M;251
2021;6303;Napoli L'Orientale;L-11;Lingue e Culture Comparate;NAPOLI;63;F;251
2021;1501;Milano;LM-41;Medicina e Chirurgia;MILANO;15;F;250
2020;3701;Bologna;LM-14;Italianistica, Culture Letterarie Europee, Scienze Linguistiche;BOLOGNA;37;F;250
2019;4801;Firenze;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);FIRENZE;48;F;250
2018;7201;Bari;L-39;Scienze del Servizio Sociale;BARI;72;F;250
2019;1503;Milano Bocconi;LM-77;Management;MILANO;15;M;250
2019;4801;Firenze;L-18;Economia Aziendale;FIRENZE;48;F;249
2019;8201;Palermo;L-24;Scienze e Tecniche Psicologiche;PALERMO;82;F;249
2020;8301;Messina;L-22;Scienze Motorie, Sport e Salute;MESSINA;83;M;249
2020;5816;Roma San Raffaele - telematica;LM-61;Scienze della Nutrizione Umana;ROMA;58;F;249
2021;3701;Bologna;LM-14;Italianistica, Culture Letterarie Europee, Scienze Linguistiche;BOLOGNA;37;F;249
2021;3801;Ferrara;L-18;Economia;FERRARA;38;F;248
2021;3801;Ferrara;L-13;Scienze Biologiche;FERRARA;38;F;248
2021;7201;Bari;L-12;Lingue e Culture per il Turismo e la Mediazione Internazionale;BARI;72;F;248
2021;1505;Milano IULM;L-20;Comunicazione, Media e Pubblicità;MILANO;15;F;248
2019;8201;Palermo;LMG/01;Giurisprudenza;PALERMO;82;F;248
2020;3701;Bologna;L-36;Scienze Internazionali e Diplomatiche;FORLI';40;F;248
2020;3401;Parma;L-18;Economia e Management;PARMA;34;M;248
2018;6501;Salerno;LMG/01;Giurisprudenza;FISCIANO;65;F;248
2018;101;Torino;L-19;Scienze dell'Educazione;TORINO;1;F;248
2018;102;Torino Politecnico;L-09;Ingegneria Aerospaziale;TORINO;1;M;248
2018;5801;Roma La Sapienza;L-18;Scienze Aziendali;ROMA;58;F;248
2018;4101;Urbino;L-11;Lingue e Culture Straniere;URBINO;41;F;247
2018;2701;Venezia Cà Foscari;L-11;Lingue, Culture e Società dell'Asia e dell'Africa Mediterranea;VENEZIA;27;F;247
2020;4801;Firenze;LM-41;Medicina e Chirurgia;FIRENZE;48;F;247
2021;3701;Bologna;LM-85 bis;Scienze della Formazione Primaria;BOLOGNA;37;F;247
2020;3801;Ferrara;L-18;Economia;FERRARA;38;F;246
2018;1501;Milano;LMG/01;Giurisprudenza;MILANO;15;M;246
2018;1501;Milano;L-36;Scienze Internazionali e Istituzioni Europee;MILANO;15;F;246
2018;4801;Firenze;L-11;Lingue, Letterature e Studi Interculturali;FIRENZE;48;F;246
2019;1601;Bergamo;L-18;Economia Aziendale;BERGAMO;16;M;246
2019;1509;Milano Bicocca;LM-85 bis;Scienze della Formazione Primaria;MILANO;15;F;245
2018;6301;Napoli Federico II;LM-77;Economia Aziendale;NAPOLI;63;M;245
2018;5801;Roma La Sapienza;L-11;Lingue, Culture, Letterature, Traduzione;ROMA;58;F;245
2020;3701;Bologna;LM-41;Medicina e Chirurgia;BOLOGNA;37;F;245
2020;3701;Bologna;L-03;Dams - Discipline delle Arti, della Musica e dello Spettacolo;BOLOGNA;37;F;244
2019;5801;Roma La Sapienza;L-18;Scienze Aziendali;ROMA;58;F;244
2018;8201;Palermo;LMG/01;Giurisprudenza;PALERMO;82;F;244
2021;6601;L'Aquila;L-14;Operatore Giuridico d'Impresa;L'AQUILA;66;F;244
2021;102;Torino Politecnico;L-09;Ingegneria Biomedica;TORINO;1;F;244
2020;6302;Napoli Parthenope;L-22;Scienze Motorie;NAPOLI;63;M;244
2021;101;Torino;L-24;Scienze e Tecniche Psicologiche;TORINO;1;F;243
2021;3701;Bologna;L-03;Dams - Discipline delle Arti, della Musica e dello Spettacolo;BOLOGNA;37;F;243
2019;101;Torino;L-20;Scienze della Comunicazione;TORINO;1;F;243
2018;8701;Catania;LMG/01;Giurisprudenza;CATANIA;87;F;243
2018;4801;Firenze;LMG/01;Giurisprudenza;FIRENZE;48;F;243
2018;4101;Urbino;L-22;Scienze Motorie, Sportive e della Salute;URBINO;41;M;243
2018;1503;Milano Bocconi;LM-77;Management;MILANO;15;M;243
2019;3601;Modena e Reggio Emilia;L-19;Scienze dell'Educazione;REGGIO NELL'EMILIA;35;F;243
2020;1502;Milano Politecnico;L-08;Ingegneria Gestionale;MILANO;15;M;243
2020;2701;Venezia Cà Foscari;L-11;Lingue, Civilta e Scienze del Linguaggio;VENEZIA;27;F;243
2020;2801;Padova;L-18;Economia;PADOVA;28;M;242
2019;8701;Catania;LMG/01;Giurisprudenza;CATANIA;87;F;242
2019;1502;Milano Politecnico;L-17;Progettazione dell?Architettura;MILANO;15;F;242
2021;8201;Palermo;LM-41;Medicina e Chirurgia;PALERMO;82;F;242
2021;1501;Milano;LM-38;Lingue e Culture per la Comunicazione e la Cooperazione Internazionale;SESTO SAN GIOVANNI;15;F;242
2021;1201;Castellanza LIUC;LM-77;Economia Aziendale e Management;CASTELLANZA;12;M;241
2021;5807;Roma Tre;L-18;Economia e Gestione Aziendale;ROMA;58;M;241
2018;6601;L'Aquila;L-14;Operatore Giuridico d'Impresa;L'AQUILA;66;M;241
2018;4801;Firenze;L-18;Economia Aziendale;FIRENZE;48;M;241
2018;3701;Bologna;LM-41;Medicina e Chirurgia;BOLOGNA;37;F;241
2019;2801;Padova;LM-85 bis;Scienze della Formazione Primaria;PADOVA;28;F;241
2018;5802;Roma Tor Vergata;L-14;Scienze Giuridiche della Sicurezza;ROMA;58;M;240
2018;1501;Milano;L-10;Lettere;MILANO;15;F;240
2018;1601;Bergamo;L-18;Economia Aziendale;BERGAMO;16;F;240
2019;2801;Padova;LM-41;Medicina e Chirurgia;PADOVA;28;F;240
2021;5814;Roma  Mercatorum - telematica;L-14;Scienze Giuridiche;ROMA;58;M;240
2021;102;Torino Politecnico;LM-20;Ingegneria Aerospaziale;TORINO;1;M;240
2021;2701;Venezia Cà Foscari;L-18;Economia Aziendale;VENEZIA;27;M;240
2021;4101;Urbino;L-11;Lingue e Culture Straniere;URBINO;41;F;239
2021;8201;Palermo;LM-85 bis;Scienze della Formazione Primaria;PALERMO;82;F;239
2021;7201;Bari;LMG/01;Giurisprudenza;BARI;72;F;239
2018;6307;Napoli Pegaso - telematica;LM-56;Scienze Economiche;NAPOLI;63;F;239
2019;3401;Parma;L-18;Economia e Management;PARMA;34;M;239
2020;2301;Verona;L-19;Scienze dell'Educazione;VERONA;23;F;238
2020;1504;Milano Cattolica;L-24;Scienze e Tecniche Psicologiche;MILANO;15;F;238
2020;5806;Roma Foro Italico;L-22;Corso di Laurea in Scienze Motorie e Sportive;ROMA;58;M;238
2018;1509;Milano Bicocca;LM-85 bis;Scienze della Formazione Primaria;MILANO;15;F;238
2018;5802;Roma Tor Vergata;L-18;Economia e Management;ROMA;58;M;238
2021;1502;Milano Politecnico;L-17;Progettazione dell’Architettura;MILANO;15;M;238
2020;8201;Palermo;LM-85 bis;Scienze della Formazione Primaria;PALERMO;82;F;238
2021;101;Torino;L-36;Scienze Internazionali, dello Sviluppo e della Cooperazione;TORINO;1;F;237
2021;101;Torino;LM-41;Medicina e Chirurgia;TORINO;1;F;237
2021;4301;Macerata;L-19;Scienze dell'Educazione e della Formazione;MACERATA;43;F;237
2018;5202;Siena Stranieri;L-12;Mediazione Linguistica e Culturale;SIENA;52;F;237
2018;6301;Napoli Federico II;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);NAPOLI;63;F;237
2019;2201;Trento;LMG/01;Giurisprudenza;TRENTO;22;F;237
2019;3701;Bologna;L-03;Dams - Discipline delle Arti, della Musica e dello Spettacolo;BOLOGNA;37;F;237
2019;4801;Firenze;L-11;Lingue, Letterature e Studi Interculturali;FIRENZE;48;F;237
2019;5806;Roma Foro Italico;L-22;Corso di Laurea in Scienze Motorie e Sportive;ROMA;58;M;237
2019;5805;Roma LUISS;LMG/01;Giurisprudenza;ROMA;58;F;236
2019;6303;Napoli L'Orientale;L-11;Lingue, Letterature e Culture dell'Europa e delle Americhe;NAPOLI;63;F;236
2020;4101;Urbino;L-22;Scienze Motorie, Sportive e della Salute;URBINO;41;M;236
2020;1501;Milano;LMG/01;Giurisprudenza;MILANO;15;M;236
2020;102;Torino Politecnico;L-17;Architettura;TORINO;1;F;236
2018;1301;Novedrate e-Campus - telematica;L-24;Scienze e Tecniche Psicologiche;NOVEDRATE;13;F;236
2021;6301;Napoli Federico II;LM-41;Corso di Laurea Magistrale in Medicina e Chirurgia;NAPOLI;63;M;236
2020;6307;Napoli Pegaso - telematica;LM-47;Management dello Sport e delle Attività Motorie;NAPOLI;63;F;236
2021;1501;Milano;L-10;Lettere;MILANO;15;F;235
2021;4801;Firenze;L-18;Economia Aziendale;FIRENZE;48;F;235
2018;1502;Milano Politecnico;LM-31;Management Engineering - Ingegneria Gestionale;MILANO;15;F;235
2020;102;Torino Politecnico;LM-32;Ingegneria Informatica;TORINO;1;M;235
2020;101;Torino;L-15;Lingue e Culture per il Turismo;TORINO;1;F;235
2020;1502;Milano Politecnico;LM-30;Energy Engineering - Ingegneria Energetica;MILANO;15;M;234
2019;1502;Milano Politecnico;LM-32;Computer Science And Engineering - Ingegneria Informatica;MILANO;15;M;234
2018;5815;Roma UNICUSANO - telematica;L-19;Scienze dell'Educazione e della Formazione;ROMA;58;F;234
2021;6301;Napoli Federico II;LM-77;Economia Aziendale;NAPOLI;63;M;234
2021;4801;Firenze;L-18;Economia Aziendale;FIRENZE;48;M;233
2020;6301;Napoli Federico II;LM-14;Corso di Laurea Magistrale in Filologia Moderna;NAPOLI;63;F;233
2019;1504;Milano Cattolica;L-12;Scienze Linguistiche per le Relazioni Internazionali;MILANO;15;F;233
2019;201;Piemonte Orientale;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);NOVARA;3;F;233
2018;1504;Milano Cattolica;LMG/01;Giurisprudenza;MILANO;15;F;233
2020;5801;Roma La Sapienza;L-11;Lingue, Culture, Letterature, Traduzione;ROMA;58;F;233
2021;5001;Pisa;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);PISA;50;F;232
2021;5816;Roma San Raffaele - telematica;L-22;Scienze Motorie;ROMA;58;M;232
2021;8201;Palermo;L-24;Scienze e Tecniche Psicologiche;PALERMO;82;F;232
2021;4801;Firenze;L-11;Lingue, Letterature e Studi Interculturali;FIRENZE;48;F;231
2020;6301;Napoli Federico II;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);NAPOLI;63;F;231
2021;2201;Trento;LMG/01;Giurisprudenza;TRENTO;22;F;231
2020;1502;Milano Politecnico;L-09;Ingegneria Gestionale;MILANO;15;M;231
2019;5805;Roma LUISS;L-18;Economia e Management;ROMA;58;F;231
2019;5815;Roma UNICUSANO - telematica;L-36;Scienze Politiche e Relazioni Internazionali;ROMA;58;F;230
2019;6301;Napoli Federico II;LM-77;Economia Aziendale;NAPOLI;63;M;230
2019;1504;Milano Cattolica;L-24;Scienze e Tecniche Psicologiche;MILANO;15;F;230
2018;8301;Messina;L-24;Scienze e Tecniche Psicologiche;MESSINA;83;F;230
2021;102;Torino Politecnico;LM-31;Ingegneria Gestionale;TORINO;1;F;230
2021;1701;Brescia;L-18;Economia e Gestione Aziendale;BRESCIA;17;F;229
2020;6301;Napoli Federico II;LM-41;Corso di Laurea Magistrale in Medicina e Chirurgia;NAPOLI;63;M;229
2021;5810;Roma Marconi - telematica;L-24;Scienze e Tecniche Psicologiche;ROMA;58;F;229
2021;5801;Roma La Sapienza;LM-59;Organizzazione e Marketing per la Comunicazione d'Impresa;ROMA;58;F;229
2019;102;Torino Politecnico;L-09;Ingegneria Aerospaziale;TORINO;1;M;229
2019;6601;L'Aquila;L-14;Operatore Giuridico d'Impresa;L'AQUILA;66;F;228
2020;1503;Milano Bocconi;L-18;Economia e Finanza;MILANO;15;M;228
2020;3801;Ferrara;L-18;Economia;FERRARA;38;M;228
2021;5805;Roma LUISS;LMG/01;Giurisprudenza;ROMA;58;M;228
2021;4101;Urbino;L-22;Scienze Motorie, Sportive e della Salute;URBINO;41;M;227
2020;7201;Bari;LMG/01;Giurisprudenza;BARI;72;F;227
2021;1503;Milano Bocconi;L-18;International Economics And Management;MILANO;15;M;227
2019;8301;Messina;L-22;Scienze Motorie, Sport e Salute;MESSINA;83;M;227
2019;102;Torino Politecnico;L-17;Architettura;TORINO;1;F;227
2019;102;Torino Politecnico;LM-32;Ingegneria Informatica;TORINO;1;M;227
2019;1504;Milano Cattolica;LM-38;Scienze Linguistiche;MILANO;15;F;227
2018;102;Torino Politecnico;LM-31;Ingegneria Gestionale;TORINO;1;M;227
2018;2201;Trento;LMG/01;Giurisprudenza;TRENTO;22;F;226
2019;5815;Roma UNICUSANO - telematica;LMG/01;Giurisprudenza;ROMA;58;F;226
2020;8201;Palermo;LMG/01;Giurisprudenza;PALERMO;82;F;226
2021;3801;Ferrara;L-19;Scienze Filosofiche e dell'Educazione;FERRARA;38;F;226
2021;6501;Salerno;L-31;Informatica;FISCIANO;65;M;225
2021;1501;Milano;LMG/01;Giurisprudenza;MILANO;15;M;225
2021;1504;Milano Cattolica;L-19;Scienze dell'Educazione e della Formazione;MILANO;15;F;225
2019;6501;Salerno;LMG/01;Giurisprudenza;FISCIANO;65;F;225
2020;1501;Milano;LM-38;Lingue e Culture per la Comunicazione e la Cooperazione Internazionale;SESTO SAN GIOVANNI;15;F;225
2020;101;Torino;LM-41;Medicina e Chirurgia;TORINO;1;F;225
2018;1501;Milano;LM-41;Medicina e Chirurgia;MILANO;15;M;225
2018;1501;Milano;LM-41;Medicina e Chirurgia;MILANO;15;F;224
2018;5807;Roma Tre;LMG/01;Giurisprudenza;ROMA;58;M;224
2020;4301;Macerata;L-12;Discipline della Mediazione Linguistica;MACERATA;43;F;224
2021;1502;Milano Politecnico;LM-30;Energy Engineering - Ingegneria Energetica;MILANO;15;M;224
2021;1301;Novedrate e-Campus - telematica;L-08;Ingegneria Informatica e dell'Automazione;NOVEDRATE;13;M;224
2021;6303;Napoli L'Orientale;L-11;Lingue, Letterature e Culture dell'Europa e delle Americhe;NAPOLI;63;F;224
2021;5601;Tuscia;L-36;Scienze Politiche e delle Relazioni Internazionali;VITERBO;56;M;224
2020;6301;Napoli Federico II;LM-77;Economia Aziendale;NAPOLI;63;F;223
2020;1509;Milano Bicocca;LM-51;Psicologia Clinica e Neuropsicologia Nel Ciclo di Vita;MILANO;15;F;223
2020;2701;Venezia Cà Foscari;L-18;Economia Aziendale;VENEZIA;27;M;223
2018;3701;Bologna;L-36;Scienze Politiche, Sociali e Internazionali;BOLOGNA;37;F;223
2018;3701;Bologna;L-20;Scienze della Comunicazione;BOLOGNA;37;F;222
2020;1701;Brescia;L-18;Economia e Gestione Aziendale;BRESCIA;17;F;222
2020;1501;Milano;LM-41;Medicina e Chirurgia;MILANO;15;F;222
2020;4801;Firenze;L-11;Lingue, Letterature e Studi Interculturali;FIRENZE;48;F;222
2020;6303;Napoli L'Orientale;L-11;Lingue e Culture Comparate;NAPOLI;63;F;222
2021;1301;Novedrate e-Campus - telematica;LM-37;Lingue e Letterature Moderne e Traduzione Interculturale;NOVEDRATE;13;F;222
2021;2801;Padova;L-09;Ingegneria Gestionale;VICENZA;24;M;222
