ANNO_LAUREA;COD_Ateneo;NomeOperativo;NUMERO;NOME_CORSO;COMUNE;ID_PROVINCIA_ISTAT;ID_SESSO;laureati
2022;7501;Salento;LM-37;Lingue Moderne, Letterature e Traduzione;LECCE;75;F;40
2022;7801;Calabria;L-15;Scienze Turistiche;RENDE;78;F;40
2022;7801;Calabria;L-16;Scienze dell'Amministrazione;RENDE;78;F;40
2022;6601;L'Aquila;L-18;Economia e Amministrazione delle Imprese;L'AQUILA;66;M;40
2022;6301;Napoli Federico II;LM-56;Economia e Commercio;NAPOLI;63;M;40
2022;6302;Napoli Parthenope;L-09;Ingegneria Gestionale;NAPOLI;63;M;40
2022;6302;Napoli Parthenope;L-13;Scienze Biologiche;NAPOLI;63;F;40
2022;6301;Napoli Federico II;L-13;Biologia;NAPOLI;63;M;40
2022;6301;Napoli Federico II;L-09;Corso di Laurea in Ingegneria Gestionale della Logistica e della Produzione;NAPOLI;63;M;40
2022;6301;Napoli Federico II;LM-04cu;Architettura;NAPOLI;63;M;40
2022;6301;Napoli Federico II;L-42;Storia;NAPOLI;63;M;40
2022;6301;Napoli Federico II;L-35;Corso di Laurea in Matematica;NAPOLI;63;M;40
2022;6301;Napoli Federico II;LM-06;Scienze Biologiche;NAPOLI;63;M;40
2022;6501;Salerno;L-09;Ingegneria Chimica;FISCIANO;65;M;40
2022;6306;Napoli Vanvitelli;L-14;Scienze dei Servizi Giuridici;SANTA MARIA CAPUA VETERE;61;F;40
2022;6304;Napoli Benincasa;LM-59;Comunicazione Pubblica e d'Impresa;NAPOLI;63;F;40
2022;5814;Roma  Mercatorum - telematica;LM-52;RELAZIONI INTERNAZIONALI PER LO SVILUPPO ECONOMICO;ROMA;58;F;40
2023;1501;Milano;LM-67;Scienza dell'Attività Fisica per il Benessere;MILANO;15;F;40
2023;1501;Milano;L-11;Lingue e Letterature Straniere;MILANO;15;M;40
2022;8201;Palermo;LM-13ante22;Farmacia;PALERMO;82;F;40
2022;8201;Palermo;L-10;Lettere;PALERMO;82;M;40
2022;8701;Catania;L-40;Sociologia e Servizio Sociale;CATANIA;87;F;40
2022;8701;Catania;L-26;Scienze e Tecnologie Alimentari;CATANIA;87;M;40
2022;8601;Enna KORE;LMG/01;Giurisprudenza;ENNA;86;F;40
2023;101;Torino;L-27;Chimica e Tecnologie Chimiche;TORINO;1;F;40
2022;9201;Cagliari;L-09;Ingegneria Meccanica;CAGLIARI;92;M;40
2022;9001;Sassari;LM-77;Economia Aziendale;SASSARI;90;F;40
2022;9001;Sassari;LM-38;Lingue e Letterature Straniere per la Mediazione Culturale e la Valorizzazione del Territorio;SASSARI;90;F;40
2023;2801;Padova;L/SNT4;Assistenza sanitaria (abilitante alla professione sanitaria di Assistente sanitario);CONEGLIANO;26;F;40
2023;2701;Ca' Foscari Venezia;LM-77;Economia e gestione delle aziende;VENEZIA;27;F;40
2023;2701;Ca' Foscari Venezia;L-05;Filosofia;VENEZIA;27;F;40
2023;2701;Ca' Foscari Venezia;L-05;Filosofia;VENEZIA;27;M;40
2023;2801;Padova;LM-42;Medicina Veterinaria;LEGNARO;28;F;40
2023;2801;Padova;LM-73;Scienze Forestali e Ambientali;LEGNARO;28;M;40
2023;3401;Parma;LM-70;Scienze e Tecnologie Alimentari;PARMA;34;M;40
2023;3201;Trieste;LM-77;Strategia e consulenza aziendale;TRIESTE;32;M;40
2023;3201;Trieste;LM-06;Neuroscienze;TRIESTE;32;F;40
2023;3001;Udine;LM-69;Viticoltura, enologia e mercati vitivinicoli;UDINE;30;M;40
2023;3201;Trieste;L-10;Lettere antiche e moderne, arti, comunicazione;TRIESTE;32;F;40
2023;2201;Trento;LM-09;Biotecnologie Cellulari e Molecolari;TRENTO;22;F;40
2023;1505;Milano IULM;LM-59;Strategic Communication;MILANO;15;F;40
2023;1504;Milano Cattolica;LM-56;Economia;MILANO;15;M;40
2023;1504;Milano Cattolica;L-19;Scienze dell'Educazione e della Formazione;PIACENZA;33;F;40
2023;1504;Milano Cattolica;L-24;Scienze e Tecniche Psicologiche;MILANO;15;M;40
2023;1503;Milano Bocconi;LM-56;Economics And Management Of Innovation And Technology;MILANO;15;F;40
2023;4302;Camerino;LM-13ante22;Chimica e Tecnologia Farmaceutiche;CAMERINO;43;F;40
2023;3801;Ferrara;L/SNT1;Infermieristica (abilitante alla professione sanitaria di Infermiere);FERRARA;38;M;40
2023;3801;Ferrara;L-31;Informatica;FERRARA;38;M;40
2023;3701;Bologna;LM-77;ECONOMIA E COMMERCIO;FORLI';40;M;40
2023;3701;Bologna;LM-70;Scienze e Tecnologie Alimentari;CESENA;40;F;40
2023;3701;Bologna;LM-40;Matematica;BOLOGNA;37;F;40
2023;3701;Bologna;LM-32;Ingegneria e Scienze Informatiche;CESENA;40;M;40
2023;3601;Modena e Reggio Emilia;L-33;Economia e finanza;MODENA;36;F;40
2023;5001;Pisa;LM-70;Biosicurezza e Qualità degli Alimenti;PISA;50;F;40
2023;5201;Siena;LM-85;Scienze per la formazione e la consulenza pedagogica nelle organizzazioni;AREZZO;51;F;40
2023;5001;Pisa;L-10;INFORMATICA UMANISTICA;PISA;50;F;40
2023;5801;Roma La Sapienza;L-08;Ingegneria Elettronica;ROMA;58;M;40
2023;7201;Bari;L-12;Lingue e Culture per il Turismo e la Mediazione Internazionale;BARI;72;M;40
2023;7201;Bari;L-18;Economia e Amministrazione delle Aziende;TARANTO;73;F;40
2023;7201;Bari;L-18;Economia e Amministrazione delle Aziende;TARANTO;73;M;40
2023;5805;Roma LUISS;LM-77;AMMINISTRAZIONE, FINANZA E CONTROLLO;ROMA;58;F;40
2023;6001;Cassino;L-39;Servizio Sociale;CASSINO;60;F;40
2023;6301;Napoli Federico II;L-38;Tecnologie delle Produzioni Animali;NAPOLI;63;F;40
2023;6301;Napoli Federico II;L-30;Fisica;NAPOLI;63;M;40
2023;9001;Sassari;LM-77;Economia aziendale;SASSARI;90;F;40
2023;8201;Palermo;L-15;Scienze del Turismo;PALERMO;82;F;40
2023;7601;Basilicata;L-09;Ingegneria Meccanica;POTENZA;76;M;40
2023;7501;Salento;L-22;Scienze Motorie e dello Sport;LECCE;75;F;40
2018;1501;Milano;L-20;Comunicazione e Società;MILANO;15;M;39
2018;1502;Milano Politecnico;L-08;Ingegneria Matematica;MILANO;15;M;39
2018;1501;Milano;LM-13ante22;Farmacia;MILANO;15;M;39
2018;1501;Milano;LM-69;Scienze Agrarie;MILANO;15;M;39
2018;1001;Genova;LM-12;Design del Prodotto e dell'Evento;GENOVA;10;F;39
2018;1202;Insubria;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);COMO;13;F;39
2018;1202;Insubria;L/SNT2;Educazione Professionale (Abilitante alla Professione Sanitaria di Educatore Professionale);VARESE;12;F;39
2018;1202;Insubria;L-20;Scienze della Comunicazione;VARESE;12;M;39
2018;101;Torino;LM-77;Professioni Contabili;TORINO;1;M;39
2018;101;Torino;LM-78;Filosofia;TORINO;1;M;39
2018;101;Torino;LM-51;Psicologia Clinica e di Comunita;TORINO;1;F;39
2018;101;Torino;L-35;Matematica;TORINO;1;M;39
2018;101;Torino;L-10;Culture e Letterature del Mondo Moderno;TORINO;1;F;39
2018;1801;Pavia;L-33;Economia;PAVIA;18;M;39
2018;1801;Pavia;L-07;Ingegneria Civile e Ambientale;PAVIA;18;M;39
2018;1601;Bergamo;LM-14;Culture Moderne Comparate;BERGAMO;16;F;39
2018;1509;Milano Bicocca;L-32;Scienze e Tecnologie per l'Ambiente;MILANO;15;M;39
2018;1504;Milano Cattolica;LM-50;Consulenza Pedagogica per la Disabilita e la Marginalita;MILANO;15;F;39
2018;1505;Milano IULM;LM-65;Televisione, Cinema e New Media;MILANO;15;M;39
2018;1503;Milano Bocconi;L-33;Economia e Scienze Sociali;MILANO;15;F;39
2018;1502;Milano Politecnico;LM-24;Ingegneria dei Sistemi Edilizi;MILANO;15;M;39
2018;1502;Milano Politecnico;LM-12;Design degli Interni - Interior Design;MILANO;15;M;39
2018;1502;Milano Politecnico;L-09;Ingegneria Matematica;MILANO;15;F;39
2018;1504;Milano Cattolica;L-19;Scienze dell'Educazione e della Formazione;PIACENZA;33;F;39
2018;1503;Milano Bocconi;LM-77;Economics And Management Of Government And International Organizations;MILANO;15;M;39
2018;1504;Milano Cattolica;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);TORINO;1;F;39
2018;4302;Camerino;LMG/01;Giurisprudenza;CAMERINO;43;M;39
2018;4301;Macerata;L-36;Scienze Politiche e Relazioni Internazionali;MACERATA;43;M;39
2018;4801;Firenze;L-26;Tecnologie Alimentari;FIRENZE;48;F;39
2018;4801;Firenze;L/SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);FIRENZE;48;F;39
2018;3801;Ferrara;L-08;Ingegneria Elettronica e Informatica;FERRARA;38;M;39
2018;3801;Ferrara;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);FERRARA;38;M;39
2018;3701;Bologna;L-09;Ingegneria dell'Energia Elettrica;BOLOGNA;37;M;39
2018;2801;Padova;L-08;Ingegneria Meccanica e Meccatronica;VICENZA;24;M;39
2018;2801;Padova;L-08;Ingegneria Elettronica;PADOVA;28;M;39
2018;2301;Verona;LM-77;Direzione Aziendale;VICENZA;24;M;39
2018;2201;Trento;L-18;Amministrazione Aziendale e Diritto;TRENTO;22;M;39
2018;2201;Trento;L-35;Matematica;TRENTO;22;F;39
2018;3001;Udine;LM-33;Ingegneria Meccanica;UDINE;30;M;39
2018;3001;Udine;LM-77;Economia Aziendale;UDINE;30;F;39
2018;3601;Modena e Reggio Emilia;L-20;Scienze della Comunicazione;REGGIO NELL'EMILIA;35;M;39
2018;3401;Parma;L-22;Scienze Motorie, Sport e Salute;PARMA;34;F;39
2018;3401;Parma;L-02;Biotecnologie;PARMA;34;F;39
2018;3401;Parma;LM-09;Biotecnologie Mediche, Veterinarie e Farmaceutiche;PARMA;34;F;39
2018;5201;Siena;L-36;Scienze Politiche;SIENA;52;F;39
2018;5401;Perugia;L-25;Scienze Agrarie e Ambientali;PERUGIA;54;M;39
2018;5401;Perugia;LM-41;Medicina e Chirurgia;TERNI;55;F;39
2018;5801;Roma La Sapienza;LM-17;Fisica;ROMA;58;F;39
2018;5801;Roma La Sapienza;L-13;Scienze Biologiche;ROMA;58;M;39
2018;5801;Roma La Sapienza;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);TERRACINA;59;F;39
2018;5601;Tuscia;LM-14;Filologia Moderna;VITERBO;56;F;39
2018;5807;Roma Tre;L-19;Formazione e Sviluppo delle Risorse Umane;ROMA;58;F;39
2018;5815;Roma UNICUSANO - telematica;L-24;Scienze e Tecniche Psicologiche;ROMA;58;M;39
2018;5810;Roma Marconi - telematica;L-10;Lettere;ROMA;58;F;39
2018;5808;Roma Biomedico;LM-61;Scienze dell'Alimentazione e della Nutrizione Umana;ROMA;58;F;39
2018;5811;Roma UNITELMA - telematica;LMG/01;Giurisprudenza;ROMA;58;M;39
2018;5810;Roma Marconi - telematica;LM-56;Scienze dell'Economia;ROMA;58;M;39
2018;6301;Napoli Federico II;L-09;Corso di Laurea in Ingegneria Aerospaziale;NAPOLI;63;F;39
2018;6001;Cassino;LMG/01;Giurisprudenza;CASSINO;60;M;39
2018;6301;Napoli Federico II;L/SNT1;Ostetricia (Abilitante alla Professione Sanitaria di Ostetrica/o);NAPOLI;63;F;39
2018;6301;Napoli Federico II;LM-06;Corso di Laurea Magistrale in Biologia;NAPOLI;63;M;39
2018;6301;Napoli Federico II;L-17;Scienze dell'Architettura;NAPOLI;63;F;39
2018;7801;Calabria;LM-37;Lingue e Letterature Moderne;RENDE;78;F;39
2018;8001;Reggio Calabria;L-07;Ingegneria Civile-Ambientale;REGGIO DI CALABRIA;80;M;39
2018;7901;Catanzaro;L-22;Scienze Motorie e Sportive;CATANZARO;79;F;39
2018;8301;Messina;LM-37;Lingue Moderne: Letterature e Traduzione;MESSINA;83;F;39
2018;8301;Messina;LM-77;Consulenza e Professione;MESSINA;83;M;39
2018;8701;Catania;L-07;Ingegneria Civile e Ambientale;CATANIA;87;M;39
2018;8701;Catania;LM-25;Automation Engineering And Control Of Complex Systems (Ingegneria dell'Automazione e del Controllo dei Sistemi Complessi);CATANIA;87;M;39
2018;8701;Catania;LM-87;Programmazione e Gestione delle Politiche e dei Servizi Sociali;CATANIA;87;F;39
2018;8701;Catania;LM-04cu;Architettura;SIRACUSA;89;F;39
2018;6501;Salerno;L-08;Ingegneria Elettronica;FISCIANO;65;M;39
2018;6601;L'Aquila;LM-77;Amministrazione, Economia e Finanza;L'AQUILA;66;F;39
2018;6302;Napoli Parthenope;L-18;Management delle Imprese Turistiche;NAPOLI;63;F;39
2018;7203;Casamassima - G.Degennaro;L-18;Economia ed Organizzazione Aziendale;CASAMASSIMA;72;F;39
2018;7201;Bari;LM-77;Consulenza Professionale per le Aziende;BARI;72;M;39
2018;7201;Bari;L-26;Scienze e Tecnologie Alimentari;BARI;72;M;39
2018;7001;Molise;L-18;Economia Aziendale;CAMPOBASSO;70;F;39
2018;6901;Chieti e Pescara;L-40;Sociologia e Criminologia;CHIETI;69;M;39
2018;6901;Chieti e Pescara;L-33;Economia, Mercati e Sviluppo;PESCARA;68;M;39
2018;7201;Bari;L-18;Economia Aziendale;BARI;72;M;39
2019;1509;Milano Bicocca;LM-82;Scienze Statistiche ed Economiche;MILANO;15;M;39
2019;1601;Bergamo;LM-31;Ingegneria Gestionale;DALMINE;16;F;39
2019;1509;Milano Bicocca;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);LECCO;97;F;39
2019;1509;Milano Bicocca;LM-08;Biotecnologie Industriali;MILANO;15;M;39
2019;1509;Milano Bicocca;L-30;Ottica e Optometria;MILANO;15;F;39
2019;1504;Milano Cattolica;LM-77;Economia dei Mercati e degli Intermediari Finanziari;MILANO;15;F;39
2019;1503;Milano Bocconi;LM-77;Economics And Management Of Government And International Organizations;MILANO;15;F;39
2018;9201;Cagliari;L-20;Scienze della Comunicazione;CAGLIARI;92;M;39
2019;102;Torino Politecnico;L-09;Ingegneria della Produzione Industriale;TORINO;1;F;39
2019;101;Torino;LM-77;Professioni Contabili;TORINO;1;M;39
2019;1202;Insubria;L-20;Scienze della Comunicazione;VARESE;12;M;39
2019;1301;Novedrate e-Campus - telematica;L-20;Scienze della Comunicazione;NOVEDRATE;13;F;39
2019;1001;Genova;L-20;Scienze della Comunicazione;SAVONA;9;M;39
2019;1001;Genova;L-08;Ingegneria Elettronica e Tecnologie dell'Informazione;GENOVA;10;M;39
2019;3401;Parma;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);PIACENZA;33;F;39
2019;3001;Udine;L-31;Scienze e Tecnologie Multimediali;PORDENONE;93;M;39
2019;2101;Bolzano;L-04;Corso di Laurea in Design e Arti;BOLZANO - BOZEN;21;F;39
2019;1801;Pavia;LM-54;Chimica;PAVIA;18;M;39
2019;2201;Trento;L-07;Ingegneria Civile;TRENTO;22;M;39
2019;2702;Venezia Iuav;LM-65;Arti Visive e Moda;VENEZIA;27;F;39
2019;2301;Verona;L-22;Scienze delle Attività Motorie e Sportive;VERONA;23;M;39
2019;3801;Ferrara;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);FERRARA;38;M;39
2019;3801;Ferrara;LM-33;Ingegneria Meccanica;FERRARA;38;M;39
2019;4101;Urbino;LM-13ante22;Chimica e Tecnologia Farmaceutiche;URBINO;41;F;39
2019;4301;Macerata;L-14;Scienze Giuridiche Applicate;JESI;42;F;39
2019;3701;Bologna;LM-13ante22;Farmacia;RIMINI;99;F;39
2019;3701;Bologna;LM-01;Antropologia Culturale ed Etnologia;BOLOGNA;37;F;39
2019;3601;Modena e Reggio Emilia;L-20;Scienze della Comunicazione;REGGIO NELL'EMILIA;35;M;39
2019;3401;Parma;L-36;Scienze Politiche e delle Relazioni Internazionali;PARMA;34;F;39
2019;3401;Parma;LM-77;Finanza e Risk Management;PARMA;34;M;39
2019;3401;Parma;LM-77;Amministrazione e Direzione Aziendale;PARMA;34;F;39
2019;5001;Pisa;L-10;Informatica Umanistica;PISA;50;F;39
2019;5001;Pisa;L-18;Economia e Legislazione dei Sistemi Logistici;LIVORNO;49;M;39
2019;4801;Firenze;L-09;Ingegneria Meccanica;FIRENZE;48;F;39
2019;5801;Roma La Sapienza;L-01;Studi Storico-Artistici;ROMA;58;M;39
2019;5401;Perugia;LM-37;Lingue, Letterature Comparate e Traduzione Interculturale;PERUGIA;54;F;39
2019;5601;Tuscia;LM-77;Amministrazione, Finanza e Controllo;VITERBO;56;M;39
2019;5807;Roma Tre;L-39;Servizio Sociale e Sociologia;ROMA;58;F;39
2019;5810;Roma Marconi - telematica;LM-85;Pedagogia;ROMA;58;F;39
2019;5813;Roma UNINETTUNO - telematica;L-08;Ingegneria Informatica;ROMA;58;M;39
2019;6202;Benevento Giustino Fortunato - telematica;LMG/01;Giurisprudenza;BENEVENTO;62;F;39
2019;6201;Sannio;LM-06;Biologia;BENEVENTO;62;F;39
2019;6501;Salerno;LM-31;Ingegneria Gestionale;FISCIANO;65;M;39
2019;6601;L'Aquila;LM-77;Amministrazione, Economia e Finanza;L'AQUILA;66;F;39
2019;6901;Chieti e Pescara;L-10;Lettere;CHIETI;69;M;39
2019;6901;Chieti e Pescara;L/SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);CHIETI;69;M;39
2019;7201;Bari;L-02;Biotecnologie Mediche e Farmaceutiche;BARI;72;F;39
2019;7101;Foggia;LM-77;Economia Aziendale;FOGGIA;71;M;39
2019;7001;Molise;L-31;Informatica;PESCHE;94;M;39
2019;7001;Molise;L-18;Economia Aziendale;CAMPOBASSO;70;M;39
2019;6501;Salerno;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);BARONISSI;65;F;39
2019;6306;Napoli Vanvitelli;LM-63;Scienze e Tecniche delle Amministrazioni Pubbliche;CASERTA;61;M;39
2019;6302;Napoli Parthenope;L-18;Economia e Amministrazione delle Aziende;NAPOLI;63;M;39
2019;8601;Enna KORE;LMG/01;Giurisprudenza;ENNA;86;M;39
2019;7801;Calabria;L-16;Scienze dell'Amministrazione;RENDE;78;M;39
2019;7801;Calabria;LMG/01;Giurisprudenza;RENDE;78;M;39
2019;8001;Reggio Calabria;L-33;Scienze Economiche;REGGIO DI CALABRIA;80;M;39
2019;8201;Palermo;L-04;Disegno Industriale;PALERMO;82;M;39
2019;7601;Basilicata;LM-13ante22;Farmacia;POTENZA;76;F;39
2020;1509;Milano Bicocca;LM-06;Biologia;MILANO;15;F;39
2020;1504;Milano Cattolica;LM-89;Archeologia e Storia dell'Arte;MILANO;15;F;39
2020;1502;Milano Politecnico;L-08;Ingegneria Informatica;COMO;13;M;39
2020;1502;Milano Politecnico;L-09;Ingegneria Energetica;MILANO;15;F;39
2020;1502;Milano Politecnico;LM-04;Architectural Design And History - Progettazione Architettonica e Storia;MANTOVA;20;F;39
2020;1502;Milano Politecnico;LM-53ante21;Materials Engineering And Nanotechnology - Ingegneria dei Materiali e delle Nanotecnologie;MILANO;15;F;39
2020;1501;Milano;LM-09;Biotecnologie del Farmaco;MILANO;15;F;39
2020;1301;Novedrate e-Campus - telematica;LM-14;Letteratura, Lingua e Cultura Italiana;NOVEDRATE;13;M;39
2020;1501;Milano;L-02;Biotecnologia;MILANO;15;M;39
2020;1501;Milano;L-13;Scienze Biologiche;MILANO;15;M;39
2020;102;Torino Politecnico;LM-04;Architettura per il Restauro e Valorizzazione del Patrimonio;TORINO;1;F;39
2020;102;Torino Politecnico;LM-35;Petroleum And Mining Engineering (Ingegneria del Petrolio e Mineraria);TORINO;1;M;39
2020;101;Torino;LM-51;Psicologia del Lavoro e del Benessere nelle Organizzazioni;TORINO;1;M;39
2020;1001;Genova;L-13;Scienze Biologiche;GENOVA;10;F;39
2020;2201;Trento;L-39;Servizio Sociale;TRENTO;22;F;39
2020;1801;Pavia;LM-56;Economics, Finance And International Integration - Economia, Finanza e Integrazione Internazionale;PAVIA;18;M;39
2020;2101;Bolzano;L-33;Scienze Economiche e Sociali;BOLZANO - BOZEN;21;F;39
2020;2301;Verona;L-22;Scienze delle Attivita Motorie e Sportive;VERONA;23;M;39
2020;1601;Bergamo;L-24;Scienze Psicologiche;BERGAMO;16;M;39
2020;1701;Brescia;LM-77;Management;BRESCIA;17;F;39
2020;2702;Venezia Iuav;L-04;Design della Moda e Arti Multimediali;VENEZIA;27;M;39
2020;2801;Padova;L-38;Scienze e Tecnologie Animali;LEGNARO;28;F;39
2020;2801;Padova;LM-29;Ingegneria Elettronica;PADOVA;28;M;39
2020;2801;Padova;LM-39;Linguistica;PADOVA;28;F;39
2020;2801;Padova;LM-77;Business Administration;PADOVA;28;F;39
2020;2801;Padova;LM-92;Strategie di Comunicazione;PADOVA;28;F;39
2020;3701;Bologna;LM-16;Quantitative Finance;BOLOGNA;37;M;39
2020;3701;Bologna;LM-13ante22;Farmacia;RIMINI;99;F;39
2020;3701;Bologna;LM-94;Specialized Translation;FORLI';40;F;39
2020;3701;Bologna;LM-77;Management dell'Economia Sociale;FORLI';40;F;39
2020;3801;Ferrara;LM-04cu;Architettura;FERRARA;38;M;39
2020;3401;Parma;LM-04;Architettura;PARMA;34;M;39
2020;3401;Parma;L-36;Scienze Politiche e delle Relazioni Internazionali;PARMA;34;F;39
2020;3401;Parma;L-01;Beni Artistici e dello Spettacolo;PARMA;34;F;39
2020;3201;Trieste;L-33;Economia Internazionale e Mercati Finanziari;TRIESTE;32;M;39
2020;3401;Parma;LM-87;Programmazione e Gestione dei Servizi Sociali;PARMA;34;F;39
2020;3401;Parma;LMG/01;Giurisprudenza;PARMA;34;M;39
2020;3701;Bologna;L-02;Biotecnologie;BOLOGNA;37;F;39
2020;3601;Modena e Reggio Emilia;LM-77;Management e Comunicazione d'Impresa;REGGIO NELL'EMILIA;35;M;39
2020;5801;Roma La Sapienza;LM-41;Medicina e Chirurgia 'E';LATINA;59;M;39
2020;5805;Roma LUISS;LM-56;Economia e Finanza;ROMA;58;F;39
2020;5808;Roma Biomedico;LM-21;Ingegneria Biomedica;ROMA;58;M;39
2020;5811;Roma UNITELMA - telematica;LM-63;Management delle Organizzazioni Pubbliche e Sanitarie;ROMA;58;M;39
2020;5807;Roma Tre;L-19;Formazione e Sviluppo delle Risorse Umane;ROMA;58;F;39
2020;5814;Roma  Mercatorum - telematica;L-18;Gestione di Impresa;ROMA;58;F;39
2020;4301;Macerata;L-36;Scienze Politiche e Relazioni Internazionali;MACERATA;43;M;39
2020;4301;Macerata;LM-52;Global Politics And International Relations / Politiche Globali e Relazioni Internazionali;MACERATA;43;F;39
2020;4801;Firenze;L-14;Scienze dei Servizi Giuridici;FIRENZE;48;F;39
2020;4801;Firenze;LM-03;Architettura del Paesaggio;FIRENZE;48;F;39
2020;5001;Pisa;L-09;Ingegneria Gestionale;PISA;50;F;39
2020;5401;Perugia;L-25;Scienze Agrarie e Ambientali;PERUGIA;54;M;39
2020;5401;Perugia;LM-37;Lingue, Letterature Comparate e Traduzione Interculturale;PERUGIA;54;F;39
2020;5403;Perugia Stranieri;LM-14;Italiano per l'Insegnamento a Stranieri;PERUGIA;54;F;39
2020;5401;Perugia;LM-61;Scienze della Alimentazione e della Nutrizione Umana;PERUGIA;54;F;39
2020;5201;Siena;LM-77;Economia e Gestione degli Intermediari Finanziari;SIENA;52;F;39
2020;6901;Chieti e Pescara;L-18;Economia Aziendale;PESCARA;68;M;39
2020;6701;Teramo;L-02;Biotecnologie;TERAMO;67;F;39
2020;6901;Chieti e Pescara;L-04;Design;PESCARA;68;M;39
2020;7101;Foggia;L-10;Lettere e Beni Culturali;FOGGIA;71;F;39
2020;6501;Salerno;LM-33;Ingegneria Meccanica;FISCIANO;65;M;39
2020;6306;Napoli Vanvitelli;LM-23;Ingegneria Civile;AVERSA;61;M;39
2020;6301;Napoli Federico II;L/SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);NAPOLI;63;M;39
2020;6001;Cassino;LM-87;Politiche Sociali e Servizio Sociale;CASSINO;60;F;39
2020;6304;Napoli Benincasa;LM-87;Programmazione, Amministrazione e Gestione delle Politiche e dei Servizi Sociali;NAPOLI;63;F;39
2020;6306;Napoli Vanvitelli;L-33;Economia e Commercio;CAPUA;61;F;39
2020;6306;Napoli Vanvitelli;L-33;Economia e Commercio;CAPUA;61;M;39
2020;8201;Palermo;LM-31;Ingegneria Gestionale;PALERMO;82;M;39
2020;8201;Palermo;L-07;Ingegneria Civile ed Edile;PALERMO;82;M;39
2020;7601;Basilicata;L-18;Economia Aziendale;POTENZA;76;M;39
2020;7501;Salento;L-01;Beni Culturali;LECCE;75;F;39
2020;7201;Bari;L-20;Scienze della Comunicazione;BARI;72;M;39
2020;8301;Messina;LM-37;Lingue Moderne: Letterature e Traduzione;MESSINA;83;F;39
2021;102;Torino Politecnico;LM-20;Ingegneria Aerospaziale;TORINO;1;F;39
2021;102;Torino Politecnico;L-35;Matematica per l'Ingegneria;TORINO;1;F;39
2021;102;Torino Politecnico;LM-04;Architettura per il Restauro e Valorizzazione del Patrimonio;TORINO;1;F;39
2021;101;Torino;L-39;Servizio Sociale;BIELLA;96;F;39
2021;101;Torino;LM-09;Biotecnologie Mediche;TORINO;1;F;39
2021;101;Torino;LM-60;Evoluzione del Comportamento Animale e dell'Uomo;TORINO;1;F;39
2021;1001;Genova;L-09;Ingegneria Nautica;LA SPEZIA;11;M;39
2021;201;Piemonte Orientale;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);NOVARA;3;M;39
2021;1001;Genova;L-01;Conservazione dei Beni Culturali;GENOVA;10;F;39
2021;1509;Milano Bicocca;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);MONZA;108;F;39
2021;1504;Milano Cattolica;LM-52;Politiche Europee ed Internazionali;MILANO;15;M;39
2021;1505;Milano IULM;L-15;Turismo, Management e Territorio;MILANO;15;M;39
2021;1504;Milano Cattolica;LM-77;Management;MILANO;15;M;39
2021;1503;Milano Bocconi;L-33;Economic And Social Sciences;MILANO;15;F;39
2021;1502;Milano Politecnico;L-09;Ingegneria Elettrica;MILANO;15;M;39
2021;1501;Milano;LM-09;Scienze Biotecnologiche Veterinarie;LODI;98;F;39
2021;1501;Milano;L-25;Viticoltura ed Enologia;MILANO;15;M;39
2021;1202;Insubria;L-02;Biotecnologie;VARESE;12;F;39
2021;3201;Trieste;LM-77;Strategia e Consulenza Aziendale;TRIESTE;32;M;39
2021;3201;Trieste;L-02;Scienze e Tecnologie Biologiche;TRIESTE;32;F;39
2021;3001;Udine;L-38;Allevamento e Salute Animale;UDINE;30;F;39
2021;3601;Modena e Reggio Emilia;L-08;Ingegneria Elettronica;MODENA;36;M;39
2021;3401;Parma;LM-67;Scienze e Tecniche delle Attivita' Motorie Preventive e Adattate;PARMA;34;F;39
2021;3401;Parma;LM-33;Ingegneria Meccanica;PARMA;34;M;39
2021;3701;Bologna;L-22;Scienze delle Attività Motorie e Sportive;RIMINI;99;M;39
2021;3701;Bologna;L-42;Antropologia, Religioni, Civiltà Orientali;BOLOGNA;37;M;39
2021;2801;Padova;LM-25;Ingegneria dell'Automazione;PADOVA;28;M;39
2021;2801;Padova;LM-22;Ingegneria Chimica e dei Processi Industriali;PADOVA;28;M;39
2021;2701;Ca' Foscari Venezia;L-42;Storia;VENEZIA;27;M;39
2021;2801;Padova;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);MONTECCHIO PRECALCINO;24;F;39
