"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y36","36 anni","17","già in unione civile (per scioglimento unione)","2020","2020",1,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y37","37 anni","15","unito/a civilmente ","2020","2020",15,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y37","37 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y37","37 anni","17","già in unione civile (per scioglimento unione)","2020","2020",1,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y38","38 anni","15","unito/a civilmente ","2020","2020",12,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y38","38 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y38","38 anni","17","già in unione civile (per scioglimento unione)","2020","2020",1,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y39","39 anni","15","unito/a civilmente ","2020","2020",14,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y39","39 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y39","39 anni","17","già in unione civile (per scioglimento unione)","2020","2020",1,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y40","40 anni","15","unito/a civilmente ","2020","2020",25,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y40","40 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y40","40 anni","17","già in unione civile (per scioglimento unione)","2020","2020",1,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y41","41 anni","15","unito/a civilmente ","2020","2020",20,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y41","41 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y41","41 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y42","42 anni","15","unito/a civilmente ","2020","2020",26,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y42","42 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y42","42 anni","17","già in unione civile (per scioglimento unione)","2020","2020",1,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y43","43 anni","15","unito/a civilmente ","2020","2020",16,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y43","43 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y43","43 anni","17","già in unione civile (per scioglimento unione)","2020","2020",1,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y44","44 anni","15","unito/a civilmente ","2020","2020",25,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y44","44 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y44","44 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y45","45 anni","15","unito/a civilmente ","2020","2020",16,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y45","45 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y45","45 anni","17","già in unione civile (per scioglimento unione)","2020","2020",1,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y46","46 anni","15","unito/a civilmente ","2020","2020",28,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y46","46 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y46","46 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y47","47 anni","15","unito/a civilmente ","2020","2020",13,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y47","47 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y47","47 anni","17","già in unione civile (per scioglimento unione)","2020","2020",1,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y48","48 anni","15","unito/a civilmente ","2020","2020",21,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y48","48 anni","16","già in unione civile (per decesso del partner) ","2020","2020",1,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y48","48 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y49","49 anni","15","unito/a civilmente ","2020","2020",23,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y49","49 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y49","49 anni","17","già in unione civile (per scioglimento unione)","2020","2020",1,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y50","50 anni","15","unito/a civilmente ","2020","2020",17,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y50","50 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y50","50 anni","17","già in unione civile (per scioglimento unione)","2020","2020",1,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y51","51 anni","15","unito/a civilmente ","2020","2020",12,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y51","51 anni","16","già in unione civile (per decesso del partner) ","2020","2020",1,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y51","51 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","15","unito/a civilmente ","2020","2020",23,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y52","52 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y53","53 anni","15","unito/a civilmente ","2020","2020",13,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y53","53 anni","16","già in unione civile (per decesso del partner) ","2020","2020",1,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y53","53 anni","17","già in unione civile (per scioglimento unione)","2020","2020",1,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y54","54 anni","15","unito/a civilmente ","2020","2020",15,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y54","54 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y54","54 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y55","55 anni","15","unito/a civilmente ","2020","2020",18,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y55","55 anni","16","già in unione civile (per decesso del partner) ","2020","2020",1,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y55","55 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y56","56 anni","15","unito/a civilmente ","2020","2020",17,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y56","56 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y56","56 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","15","unito/a civilmente ","2020","2020",15,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","15","unito/a civilmente ","2020","2020",22,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","16","già in unione civile (per decesso del partner) ","2020","2020",1,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","15","unito/a civilmente ","2020","2020",12,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","17","già in unione civile (per scioglimento unione)","2020","2020",1,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","15","unito/a civilmente ","2020","2020",14,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y61","61 anni","15","unito/a civilmente ","2020","2020",8,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y61","61 anni","16","già in unione civile (per decesso del partner) ","2020","2020",1,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y61","61 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y62","62 anni","15","unito/a civilmente ","2020","2020",14,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y62","62 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y62","62 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y63","63 anni","15","unito/a civilmente ","2020","2020",6,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y63","63 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y63","63 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y64","64 anni","15","unito/a civilmente ","2020","2020",7,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y64","64 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y64","64 anni","17","già in unione civile (per scioglimento unione)","2020","2020",1,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y65","65 anni","15","unito/a civilmente ","2020","2020",6,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y65","65 anni","16","già in unione civile (per decesso del partner) ","2020","2020",1,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y65","65 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y66","66 anni","15","unito/a civilmente ","2020","2020",4,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y66","66 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y66","66 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y67","67 anni","15","unito/a civilmente ","2020","2020",10,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y67","67 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y67","67 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y68","68 anni","15","unito/a civilmente ","2020","2020",7,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y68","68 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y68","68 anni","17","già in unione civile (per scioglimento unione)","2020","2020",1,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y69","69 anni","15","unito/a civilmente ","2020","2020",3,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y69","69 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y69","69 anni","17","già in unione civile (per scioglimento unione)","2020","2020",2,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y70","70 anni","15","unito/a civilmente ","2020","2020",3,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y70","70 anni","16","già in unione civile (per decesso del partner) ","2020","2020",1,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y70","70 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y71","71 anni","15","unito/a civilmente ","2020","2020",4,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y71","71 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y71","71 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y72","72 anni","15","unito/a civilmente ","2020","2020",2,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y72","72 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y72","72 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y73","73 anni","15","unito/a civilmente ","2020","2020",6,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y73","73 anni","16","già in unione civile (per decesso del partner) ","2020","2020",1,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y73","73 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","15","unito/a civilmente ","2020","2020",5,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y74","74 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y75","75 anni","15","unito/a civilmente ","2020","2020",4,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y75","75 anni","16","già in unione civile (per decesso del partner) ","2020","2020",1,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y75","75 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y76","76 anni","15","unito/a civilmente ","2020","2020",4,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y76","76 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y76","76 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y77","77 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y77","77 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y77","77 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y78","78 anni","15","unito/a civilmente ","2020","2020",1,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y78","78 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y78","78 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y79","79 anni","15","unito/a civilmente ","2020","2020",2,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y79","79 anni","16","già in unione civile (per decesso del partner) ","2020","2020",1,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y79","79 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","15","unito/a civilmente ","2020","2020",2,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","15","unito/a civilmente ","2020","2020",1,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y82","82 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y82","82 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y82","82 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y83","83 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y83","83 anni","16","già in unione civile (per decesso del partner) ","2020","2020",1,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y83","83 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y84","84 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y84","84 anni","16","già in unione civile (per decesso del partner) ","2020","2020",1,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y84","84 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y85","85 anni","15","unito/a civilmente ","2020","2020",1,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y85","85 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y85","85 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y86","86 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y86","86 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y86","86 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y87","87 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y87","87 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y87","87 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y88","88 anni","15","unito/a civilmente ","2020","2020",1,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y88","88 anni","16","già in unione civile (per decesso del partner) ","2020","2020",1,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y88","88 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y89","89 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y89","89 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y89","89 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y90","90 anni","15","unito/a civilmente ","2020","2020",1,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y90","90 anni","16","già in unione civile (per decesso del partner) ","2020","2020",1,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y90","90 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y91","91 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y91","91 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y91","91 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y92","92 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y93","93 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y93","93 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y93","93 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y94","94 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y94","94 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y94","94 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y95","95 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y95","95 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y95","95 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y96","96 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y96","96 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y96","96 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y97","97 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y97","97 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y97","97 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y98","98 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y98","98 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y98","98 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y99","99 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y99","99 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y99","99 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y_GE100","100 anni e più","15","unito/a civilmente ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y_GE100","100 anni e più","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y_GE100","100 anni e più","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","15","unito/a civilmente ","2020","2020",687,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","16","già in unione civile (per decesso del partner) ","2020","2020",16,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","17","già in unione civile (per scioglimento unione)","2020","2020",20,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y18","18 anni","15","unito/a civilmente ","2020","2020",0,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y18","18 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y18","18 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y19","19 anni","15","unito/a civilmente ","2020","2020",1,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y19","19 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y19","19 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y20","20 anni","15","unito/a civilmente ","2020","2020",2,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y20","20 anni","16","già in unione civile (per decesso del partner) ","2020","2020",0,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y20","20 anni","17","già in unione civile (per scioglimento unione)","2020","2020",0,,
