"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","4","vedova/o","2020","2020",71,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2020","2020",1912,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","1","nubile/celibe","2020","2020",3949,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","2","coniugata/o","2020","2020",16995,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","3","divorziata/o","2020","2020",2758,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","4","vedova/o","2020","2020",745,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2020","2020",24459,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","1","nubile/celibe","2020","2020",21279,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","2","coniugata/o","2020","2020",109814,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","3","divorziata/o","2020","2020",12318,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","4","vedova/o","2020","2020",4313,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2020","2020",147857,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","1","nubile/celibe","2020","2020",2542,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","2","coniugata/o","2020","2020",11377,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","3","divorziata/o","2020","2020",1422,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","4","vedova/o","2020","2020",436,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2020","2020",15781,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","1","nubile/celibe","2020","2020",1415,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","2","coniugata/o","2020","2020",5512,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","3","divorziata/o","2020","2020",712,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","4","vedova/o","2020","2020",189,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2020","2020",7830,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","1","nubile/celibe","2020","2020",1127,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","2","coniugata/o","2020","2020",5865,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","3","divorziata/o","2020","2020",710,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","4","vedova/o","2020","2020",247,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2020","2020",7951,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","1","nubile/celibe","2020","2020",10559,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","2","coniugata/o","2020","2020",57111,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","3","divorziata/o","2020","2020",5994,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","4","vedova/o","2020","2020",2181,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2020","2020",75880,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","1","nubile/celibe","2020","2020",3014,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","2","coniugata/o","2020","2020",13060,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","3","divorziata/o","2020","2020",1989,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","4","vedova/o","2020","2020",612,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2020","2020",18680,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","1","nubile/celibe","2020","2020",11378,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","2","coniugata/o","2020","2020",46931,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","3","divorziata/o","2020","2020",6309,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","4","vedova/o","2020","2020",1782,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","99","totale","2020","2020",66450,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","1","nubile/celibe","2020","2020",7857,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","2","coniugata/o","2020","2020",41187,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","3","divorziata/o","2020","2020",4941,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y57","57 anni","4","vedova/o","2020","2020",1626,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","1","nubile/celibe","2020","2020",8429,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","2","coniugata/o","2020","2020",47049,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","3","divorziata/o","2020","2020",6397,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","4","vedova/o","2020","2020",2345,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","99","totale","2020","2020",64262,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","1","nubile/celibe","2020","2020",337,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","2","coniugata/o","2020","2020",1289,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","3","divorziata/o","2020","2020",247,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","4","vedova/o","2020","2020",65,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","99","totale","2020","2020",1940,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","1","nubile/celibe","2020","2020",3533,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","2","coniugata/o","2020","2020",16640,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","3","divorziata/o","2020","2020",2693,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","4","vedova/o","2020","2020",786,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","99","totale","2020","2020",23668,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","1","nubile/celibe","2020","2020",19708,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","2","coniugata/o","2020","2020",106893,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","3","divorziata/o","2020","2020",11691,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","4","vedova/o","2020","2020",4763,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","99","totale","2020","2020",143184,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","1","nubile/celibe","2020","2020",2495,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","2","coniugata/o","2020","2020",11308,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","3","divorziata/o","2020","2020",1450,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","4","vedova/o","2020","2020",494,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","99","totale","2020","2020",15752,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","1","nubile/celibe","2020","2020",1354,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","2","coniugata/o","2020","2020",5289,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","3","divorziata/o","2020","2020",713,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","4","vedova/o","2020","2020",227,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","99","totale","2020","2020",7585,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","1","nubile/celibe","2020","2020",1141,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","2","coniugata/o","2020","2020",6019,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","3","divorziata/o","2020","2020",737,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","4","vedova/o","2020","2020",267,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","99","totale","2020","2020",8167,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","1","nubile/celibe","2020","2020",9927,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","2","coniugata/o","2020","2020",56022,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","3","divorziata/o","2020","2020",5864,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","4","vedova/o","2020","2020",2367,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","99","totale","2020","2020",74210,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","1","nubile/celibe","2020","2020",2737,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","2","coniugata/o","2020","2020",12943,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","3","divorziata/o","2020","2020",1932,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","4","vedova/o","2020","2020",602,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","99","totale","2020","2020",18219,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","1","nubile/celibe","2020","2020",10651,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","2","coniugata/o","2020","2020",46312,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","3","divorziata/o","2020","2020",5992,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","4","vedova/o","2020","2020",1987,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","99","totale","2020","2020",64992,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","1","nubile/celibe","2020","2020",7216,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","2","coniugata/o","2020","2020",40555,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","3","divorziata/o","2020","2020",4879,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","4","vedova/o","2020","2020",1776,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","99","totale","2020","2020",54466,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","1","nubile/celibe","2020","2020",1520,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","2","coniugata/o","2020","2020",10011,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","3","divorziata/o","2020","2020",894,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","4","vedova/o","2020","2020",477,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","99","totale","2020","2020",12907,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","1","nubile/celibe","2020","2020",2887,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","2","coniugata/o","2020","2020",17410,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","3","divorziata/o","2020","2020",1635,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","4","vedova/o","2020","2020",693,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","99","totale","2020","2020",22636,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","1","nubile/celibe","2020","2020",11508,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","2","coniugata/o","2020","2020",64208,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","3","divorziata/o","2020","2020",6668,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","4","vedova/o","2020","2020",3225,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","99","totale","2020","2020",85679,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","2","coniugata/o","2020","2020",15012,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","3","divorziata/o","2020","2020",1110,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","4","vedova/o","2020","2020",730,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","99","totale","2020","2020",19039,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","1","nubile/celibe","2020","2020",491,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","2","coniugata/o","2020","2020",3658,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","3","divorziata/o","2020","2020",169,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","4","vedova/o","2020","2020",206,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","99","totale","2020","2020",4524,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","1","nubile/celibe","2020","2020",8262,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","2","coniugata/o","2020","2020",67135,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","3","divorziata/o","2020","2020",2673,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","4","vedova/o","2020","2020",3944,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","99","totale","2020","2020",82037,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","1","nubile/celibe","2020","2020",5604,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","2","coniugata/o","2020","2020",47332,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","99","totale","2020","2020",57131,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","2","coniugata/o","2020","2020",6952,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","4","vedova/o","2020","2020",373,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","2","coniugata/o","2020","2020",22467,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","4","vedova/o","2020","2020",1315,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","1","nubile/celibe","2020","2020",2184,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","3","divorziata/o","2020","2020",2082,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","4","vedova/o","2020","2020",2106,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","1","nubile/celibe","2020","2020",941,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","3","divorziata/o","2020","2020",289,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","99","totale","2020","2020",8555,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","1","nubile/celibe","2020","2020",3356,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","3","divorziata/o","2020","2020",818,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","99","totale","2020","2020",27957,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","1","nubile/celibe","2020","2020",7606,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","2","coniugata/o","2020","2020",56399,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","3","divorziata/o","2020","2020",2870,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","4","vedova/o","2020","2020",2886,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","99","totale","2020","2020",69770,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","1","nubile/celibe","2020","2020",4212,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","2","coniugata/o","2020","2020",18794,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","3","divorziata/o","2020","2020",1442,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","4","vedova/o","2020","2020",996,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y58","58 anni","99","totale","2020","2020",25451,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","1","nubile/celibe","2020","2020",7561,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","3","divorziata/o","2020","2020",6219,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","4","vedova/o","2020","2020",2680,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","99","totale","2020","2020",62176,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","1","nubile/celibe","2020","2020",262,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","2","coniugata/o","2020","2020",1202,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","3","divorziata/o","2020","2020",224,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","4","vedova/o","2020","2020",72,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","99","totale","2020","2020",1761,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","1","nubile/celibe","2020","2020",3136,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","2","coniugata/o","2020","2020",16316,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","3","divorziata/o","2020","2020",2515,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","4","vedova/o","2020","2020",851,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","1","nubile/celibe","2020","2020",17875,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","2","coniugata/o","2020","2020",103950,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","3","divorziata/o","2020","2020",10974,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","1","nubile/celibe","2020","2020",857,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","2","coniugata/o","2020","2020",6848,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","3","divorziata/o","2020","2020",271,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","4","vedova/o","2020","2020",408,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","1","nubile/celibe","2020","2020",3151,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","2","coniugata/o","2020","2020",22198,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","4","vedova/o","2020","2020",1460,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","1","nubile/celibe","2020","2020",7214,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","2","coniugata/o","2020","2020",56454,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","3","divorziata/o","2020","2020",2725,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","4","vedova/o","2020","2020",3353,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","99","totale","2020","2020",69753,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","1","nubile/celibe","2020","2020",3878,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","2","coniugata/o","2020","2020",18290,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","3","divorziata/o","2020","2020",1389,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","4","vedova/o","2020","2020",1101,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","99","totale","2020","2020",24662,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","2","coniugata/o","2020","2020",45682,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","99","totale","2020","2020",22830,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","4","vedova/o","2020","2020",5140,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","99","totale","2020","2020",138042,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","1","nubile/celibe","2020","2020",2268,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","2","coniugata/o","2020","2020",10957,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","3","divorziata/o","2020","2020",1345,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","4","vedova/o","2020","2020",493,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","99","totale","2020","2020",15072,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","1","nubile/celibe","2020","2020",1200,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","2","coniugata/o","2020","2020",5139,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","3","divorziata/o","2020","2020",680,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","4","vedova/o","2020","2020",235,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","99","totale","2020","2020",7256,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","1","nubile/celibe","2020","2020",1068,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","2","coniugata/o","2020","2020",5818,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","3","divorziata/o","2020","2020",665,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","4","vedova/o","2020","2020",258,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","99","totale","2020","2020",7816,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","1","nubile/celibe","2020","2020",8611,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","2","coniugata/o","2020","2020",53713,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","3","divorziata/o","2020","2020",5219,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","4","vedova/o","2020","2020",2499,,
